subject,trial,window,label,Fp1-Fp2,Fp1-F3,Fp1-F4,Fp1-C3,Fp1-C4,Fp1-O1,Fp1-O2,Fp2-F3,Fp2-F4,Fp2-C3,Fp2-C4,Fp2-O1,Fp2-O2,F3-F4,F3-C3,F3-C4,F3-O1,F3-O2,F4-C3,F4-C4,F4-O1,F4-O2,C3-C4,C3-O1,C3-O2,C4-O1,C4-O2,O1-O2
1,3,9,aktif,0.9706395,0.90042156,0.9394223,0.81778026,0.9129631,0.9481016,0.9438701,0.9141785,0.93565357,0.82353956,0.9191898,0.9228907,0.9249656,0.8306287,0.7000604,0.8033002,0.830968,0.82842106,0.9120055,0.98449665,0.97934574,0.98666555,0.9363529,0.8845389,0.89757913,0.95534056,0.9644186,0.99146307
1,3,10,aktif,0.9836526,0.8148066,0.97556764,0.9157159,0.92465955,0.96719944,0.9690948,0.8021611,0.98003536,0.9228982,0.94078505,0.9742933,0.9749188,0.757806,0.6790758,0.77122474,0.75236356,0.74391484,0.960868,0.94733095,0.98615503,0.9900866,0.9448422,0.93100005,0.9352752,0.92889327,0.9298492,0.9921553
1,3,11,aktif,0.97176665,0.83534425,0.9498417,0.86620015,0.9231679,0.93691826,0.96441925,0.80630237,0.9633975,0.8762499,0.9186774,0.9561809,0.9661929,0.7375356,0.62922597,0.72529995,0.7284761,0.7556074,0.9513561,0.96734434,0.96594125,0.9705017,0.95744187,0.90844417,0.90348554,0.930289,0.93857837,0.9749303
1,3,12,aktif,0.9898924,0.89975685,0.98223424,0.88241595,0.9422337,0.9787706,0.9837389,0.8876099,0.99177015,0.9087601,0.96588284,0.9857358,0.9887901,0.87075293,0.75297135,0.8397017,0.8675819,0.87412196,0.9326092,0.9774713,0.98992646,0.99269384,0.9676621,0.91408104,0.9140745,0.95954335,0.96202964,0.99476737
1,3,13,aktif,0.9762687,0.90481013,0.95974016,0.8686093,0.92783374,0.9442599,0.9649343,0.8915997,0.9670602,0.8816168,0.94306374,0.947987,0.9593042,0.85806584,0.7562058,0.81527996,0.8474439,0.85927135,0.94128376,0.97959226,0.97758967,0.97855186,0.97367924,0.9245863,0.91815203,0.9595041,0.95829123,0.9852576
1,3,14,aktif,0.9879587,0.8531387,0.95099044,0.82352394,0.9227502,0.95414484,0.95370877,0.8331419,0.97073376,0.8494947,0.94489324,0.9670271,0.9682008,0.7651887,0.58475417,0.7225319,0.7590081,0.7572918,0.91073316,0.98746604,0.9834714,0.98532987,0.93581367,0.8832582,0.8861469,0.9678632,0.96827346,0.99609685
1,3,15,aktif,0.9826298,0.84729505,0.9594242,0.81629765,0.89608353,0.9488802,0.963486,0.839148,0.9590812,0.83352757,0.9056464,0.93522793,0.95181054,0.7626658,0.5620359,0.68866754,0.77852,0.78331673,0.9131989,0.9656207,0.9669022,0.9910488,0.9587045,0.85416913,0.8810472,0.9251833,0.9484823,0.98126656
1,4,1,aktif,0.97817385,0.8483598,0.9404087,0.8260044,0.9194939,0.94929063,0.95118517,0.8552061,0.95621043,0.8339287,0.9315529,0.951577,0.95923305,0.7594354,0.5968019,0.73736835,0.7653487,0.76906496,0.9295662,0.985808,0.9760968,0.97724646,0.9371937,0.8990756,0.89897555,0.96321416,0.9597045,0.99387217
1,4,2,aktif,0.96390915,0.82424414,0.9188361,0.68373466,0.84075505,0.9222681,0.9210007,0.75600374,0.9598133,0.7604461,0.8940396,0.9460752,0.94909036,0.6602813,0.3767664,0.56343085,0.6660203,0.6609263,0.86079115,0.96314645,0.9818711,0.9849324,0.93661284,0.8241508,0.8347549,0.937417,0.94441926,0.99079305
1,4,3,aktif,0.9781409,0.8420873,0.94325,0.7833874,0.925054,0.9483994,0.9565705,0.8253791,0.9344197,0.7590598,0.91877556,0.9302423,0.93447614,0.7575887,0.54658103,0.73032933,0.7600058,0.7619303,0.868861,0.98319656,0.9833948,0.97739875,0.8894891,0.8672753,0.86107844,0.968166,0.9597137,0.9914139
